path,sha256,dataset,hvg,graph,seed,chunk_start,chunk_end,n_rows
results_merged_3seed/hvg200/replogle_k562__no_graph__s44f0-10.json,b7781571b6f93f4a909dd4b6fd54d5ae6f9155eddcc38453dfe544fe4b139886,replogle_k562,200,no_graph,44,0,10,10
results_merged_3seed/hvg200/replogle_k562__no_graph__s44f10-20.json,0eb81629019314eacfbda203801e40970ad091f1ae7c035813bb99564d02cd5c,replogle_k562,200,no_graph,44,10,20,10
results_merged_3seed/hvg200/replogle_k562__no_graph__s44f20-30.json,7d513848a6b265204894fe50221cc437393a6599dccbafbb7637223ff0bbb897,replogle_k562,200,no_graph,44,20,30,10
results_merged_3seed/hvg200/replogle_k562__no_graph__s44f30-40.json,b596090551a94d7cf34336adf76ba0e2c520539a6eaa4676b8e0a4137749bb0a,replogle_k562,200,no_graph,44,30,40,10
results_merged_3seed/hvg200/replogle_k562__no_graph__s44f40-50.json,4b54869ecf8324370af80d70a7d6d75272cbf54b9a44ce938821f127dc002383,replogle_k562,200,no_graph,44,40,50,10
results_merged_3seed/hvg200/replogle_k562__random__s42f0-10.json,4a984496a96e611e92eee7cbd8fdaf0e783b95e04e08e92cfaf3099d2300ff28,replogle_k562,200,random,42,0,10,10
results_merged_3seed/hvg200/replogle_k562__random__s42f10-20.json,84fb4e75dcb7f01af71225b88df50138e167c4e57a83d523795810b9fe521f93,replogle_k562,200,random,42,10,20,10
results_merged_3seed/hvg200/replogle_k562__random__s42f20-30.json,b3d8c631a10bc75309d3c2fc284078374974fd33ce34d9b4cd82f2ecc3bcc737,replogle_k562,200,random,42,20,30,10
results_merged_3seed/hvg200/replogle_k562__random__s42f30-40.json,ca96f7f50fa964e3595e1404820601b55a687eef61c5276370217b6f6bd6e6df,replogle_k562,200,random,42,30,40,10
results_merged_3seed/hvg200/replogle_k562__random__s42f40-50.json,7003db03016f7bfd7c5506a04309f5f586f111e6ac4d97babdbcc4783ce1eec9,replogle_k562,200,random,42,40,50,10
results_merged_3seed/hvg200/replogle_k562__random__s43f0-10.json,3c39eeeb0961c1fa985b33e5b7e5c33ad87e803bb0213c298ff7b1466170b93b,replogle_k562,200,random,43,0,10,10
results_merged_3seed/hvg200/replogle_k562__random__s43f10-20.json,3f2438362ae2ca96a160c7f0fd566d1dcbf2b0317925eacf0e4b992aaa24144f,replogle_k562,200,random,43,10,20,10
results_merged_3seed/hvg200/replogle_k562__random__s43f20-30.json,9e322fafb6e576d0f77d44200bb878f44385094b75f6ecbcd65cf1be2c2d775c,replogle_k562,200,random,43,20,30,10
results_merged_3seed/hvg200/replogle_k562__random__s43f30-40.json,497abd51eba9af1a3aadc8d4eb72501156e89115f1acf3a19dc629110dec7973,replogle_k562,200,random,43,30,40,10
results_merged_3seed/hvg200/replogle_k562__random__s43f40-50.json,8e4a3690cea5c0af0c66fbabf87a64d307af66d48c22fd156df39961a43bc707,replogle_k562,200,random,43,40,50,10
results_merged_3seed/hvg200/replogle_k562__random__s44f0-10.json,4c4401d098fd88dd5a43b6da45a8bff9a4e16c9f70f876b7ef737f74ec565cef,replogle_k562,200,random,44,0,10,10
results_merged_3seed/hvg200/replogle_k562__random__s44f10-20.json,7ec23e60ac8c109aefab1fac545c15906006a2d4cc3b4ce96a6b1bb75f9d7baa,replogle_k562,200,random,44,10,20,10
results_merged_3seed/hvg200/replogle_k562__random__s44f20-30.json,1c7cdc241a20c5c97042ae400908e65ae221085c4505df634d3f204181d1e05c,replogle_k562,200,random,44,20,30,10
results_merged_3seed/hvg200/replogle_k562__random__s44f30-40.json,362c36fcd72398ad8e9ac4a8fd215e86ef950be32698bb907f02b7912234a003,replogle_k562,200,random,44,30,40,10
results_merged_3seed/hvg200/replogle_k562__random__s44f40-50.json,e705d855ffd4161502784c9f4698e65e61695761f8fc949d029886ff544afb38,replogle_k562,200,random,44,40,50,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s42f0-10.json,50509473d45b0e37ac6c91f53bec9dd2de79339075f624fe686c6fa9464312d5,replogle_k562,200,string_ppi,42,0,10,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s42f10-20.json,0ae99f6a5aad674c2c054c9adedaee83800a5a6b0d0babf09b27ac670fee06d3,replogle_k562,200,string_ppi,42,10,20,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s42f20-30.json,df140ea61b42969f85474582d248a56b4ed731c4830d15adef4835a1b1ef04ac,replogle_k562,200,string_ppi,42,20,30,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s42f30-40.json,758d09198a6db44ad6eb9eba498303ea53a6f15587389553fd891a08f6745086,replogle_k562,200,string_ppi,42,30,40,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s42f40-50.json,6da7c5c57b0a92a1d41ce3fdefaf80d60097b67fca0cacf373c303bbd79d4942,replogle_k562,200,string_ppi,42,40,50,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s43f0-10.json,4c5a0bcef6c8deb82bf0ddd8a49d6f0847e5d33d5587b2d8d747f01a9b997c8f,replogle_k562,200,string_ppi,43,0,10,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s43f10-20.json,142c52324ca2e619192facb1fe608b8784106fbe3dc386479b4a77da0215978d,replogle_k562,200,string_ppi,43,10,20,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s43f20-30.json,c2830131a374bab2d86aa80cef575e9f92691eefc3da526e0b12918ad38e1e4c,replogle_k562,200,string_ppi,43,20,30,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s43f30-40.json,adb82941a3d8cabf153d5054e80cbfc9e8e59c58d4b9f1cf79c36cdea9784245,replogle_k562,200,string_ppi,43,30,40,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s43f40-50.json,04d1d86d30def3915586aad4aa0ce969348204c3f41e6cd2202b229a8c882d9b,replogle_k562,200,string_ppi,43,40,50,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s44f0-10.json,e4138365d5fa6f5b2cdb9c23d0b6a22ac31801dd8b90b09fd479b3b05c2f3d7e,replogle_k562,200,string_ppi,44,0,10,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s44f10-20.json,19998d6259717593ec7cb98b9fc37fcc011267a90615d0207411f3bc91f9fb34,replogle_k562,200,string_ppi,44,10,20,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s44f20-30.json,268a5df19275d539dbf37dcd45dfa4868b7fcd662f4d1224277968a7d4dc6151,replogle_k562,200,string_ppi,44,20,30,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s44f30-40.json,8bb6241c833b49854a47822e5242875f87e4e9f44a6e56ff0034e9e17aabf533,replogle_k562,200,string_ppi,44,30,40,10
results_merged_3seed/hvg200/replogle_k562__string_ppi__s44f40-50.json,56f286c4058f918eeff084ce395df70bf23c953e012daa947bfee5f324ef01a2,replogle_k562,200,string_ppi,44,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__coexpression__s42f0-10.json,131cdae479428bbb78aee00f6353fc15885e01a5d415b281f2507c6ff2c45e50,replogle_rpe1,200,coexpression,42,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__coexpression__s42f10-20.json,56b345885bff6df72c5dae9c71d9e2d97e962a4303b06a044e00e69c0aaa0278,replogle_rpe1,200,coexpression,42,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__coexpression__s42f20-30.json,b59cae7eba2eb75c649f4674ea4260448a74f217d860fee752fa863318f3959b,replogle_rpe1,200,coexpression,42,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__coexpression__s42f30-40.json,bb9e7d8199772198e1bb1a43db4137ac62857005735f1d585002b8823741d3e5,replogle_rpe1,200,coexpression,42,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__coexpression__s42f40-50.json,33dc3ec429258b2bede77d49eacab055b1b2fa116cd5d1d53a2a4705a3843d99,replogle_rpe1,200,coexpression,42,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__coexpression__s43f0-10.json,8c69e402a0f08ea05b1d6c000f8b3a7040bb5ebab64b53c09c23f04734da77ee,replogle_rpe1,200,coexpression,43,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__coexpression__s43f10-20.json,57a9307332ca57fbfca795f93841085f091c2fcec67147b609efb705ecd664f3,replogle_rpe1,200,coexpression,43,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__coexpression__s43f20-30.json,2229fdf66703441f4fb11d43ef5f0ca86a213fec3cccc52bc570ec074b8aa0de,replogle_rpe1,200,coexpression,43,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__coexpression__s43f30-40.json,0709733b54024fde006a4edfcf2ef05a9aa275417b25c7e48ea33def94138f28,replogle_rpe1,200,coexpression,43,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__coexpression__s43f40-50.json,ddf91f730812e21bc96c60e0f516e37089129bfe5a183b730d7d876c409b217e,replogle_rpe1,200,coexpression,43,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s42f0-10.json,69601e765dd0324993d2854eb4e796754473328b5bd80a02aa436f6a018d0f82,replogle_rpe1,200,combined,42,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s42f10-20.json,4d07f6fd11cbea16eea7b29f6f68d7e3b42f7619b20237a929ce13e13d3af16b,replogle_rpe1,200,combined,42,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s42f20-30.json,ae404fae33ee81ee6b2eab0123578bd9a55694722fa01b15aceaf00c1398921d,replogle_rpe1,200,combined,42,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s42f30-40.json,ce76e6daf981fec75b82c44f4fa9ac2ade4ef5bbf0aed311b1e793c6136d582c,replogle_rpe1,200,combined,42,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s42f40-50.json,8de817d36f493aaccafb79048df8d54ec0f245e5e1834a4c915674f445698c81,replogle_rpe1,200,combined,42,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s43f0-10.json,65b773c77f6c598db4ffbf145fa346e1dd7524bb29bacdc931bdc6e1334cf63d,replogle_rpe1,200,combined,43,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s43f10-20.json,a70758626867e8de9e870d3f67dc24b3d2e9c822e28e80657c697a28a479f2bb,replogle_rpe1,200,combined,43,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s43f20-30.json,b5598ea2e589d089746ed0941f567d9347a0d02b85e09b021ccdaaee9bc0e833,replogle_rpe1,200,combined,43,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s43f30-40.json,3784ba28f61fcc6c5090193806d3a0a2389a4adc1ffc8801e04cc25afe32f144,replogle_rpe1,200,combined,43,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s43f40-50.json,cc8f4b1277167afc29601086fdf67c9d141208df03758791c30dec24f077df2b,replogle_rpe1,200,combined,43,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s44f0-10.json,667be159ba2f42eba0069294ca2e718a8240da43d50cf356d4bd588c0142c364,replogle_rpe1,200,combined,44,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s44f10-20.json,401394ef54bd92479a4f2e67abca56905160753d6c11d9f19c47169bdd1f90ee,replogle_rpe1,200,combined,44,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s44f20-30.json,363d3d91b16b0942664bb0d36dab814dee69c6a0bd84b3b9e7c4c30f0b7dc0f2,replogle_rpe1,200,combined,44,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s44f30-40.json,4a97d69304c9ce2ec1333311d2cd531d6d810ed4243572f6e53de9fae75b2998,replogle_rpe1,200,combined,44,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__combined__s44f40-50.json,34af732af1cbac1c67e1fca3401f45effd65e5fbedf142846fb6d0ffa8f24645,replogle_rpe1,200,combined,44,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__gene_ontology__s43f0-10.json,31352148ae22ad6963adf58db7e93d9b42d7849de765122abc14de3efc69874d,replogle_rpe1,200,gene_ontology,43,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__gene_ontology__s43f10-20.json,89836839cab9b6b8adabb71961f2e1a711c7bbb4fd6e682bde23729ae79fe5eb,replogle_rpe1,200,gene_ontology,43,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__gene_ontology__s43f20-30.json,f628a7d6ec0fd5e55e0d5eb30f0cdf9999820ed49d841f52241a64f2313c7b9d,replogle_rpe1,200,gene_ontology,43,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__gene_ontology__s43f30-40.json,364a018920ce8e9433b450645f30b3a637ee282c50fa2ee8df87105ff50c81c3,replogle_rpe1,200,gene_ontology,43,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__gene_ontology__s43f40-50.json,03094d00072d0918268fe4a237e9523dc196cd9a9276a0aaa842ab13741c8f9a,replogle_rpe1,200,gene_ontology,43,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__gene_ontology__s44f0-10.json,c40b33a3b66b586f3cb7ed6aef4354e70670a99e55b636ef57eca16a1a59324a,replogle_rpe1,200,gene_ontology,44,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__gene_ontology__s44f10-20.json,8291d7f5be0c7f66b9c9d89659c5a51452dc02af35c5284c35db200a2124426f,replogle_rpe1,200,gene_ontology,44,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__gene_ontology__s44f20-30.json,a9a3925225e51213f2fcac0d1cbd339ffb27e10c18aef060f29a39ee5a6d932c,replogle_rpe1,200,gene_ontology,44,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__gene_ontology__s44f30-40.json,974adbb2939d960896ead7fa5dae8d5a411f7729821ce08c39939bd50bc7c371,replogle_rpe1,200,gene_ontology,44,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__gene_ontology__s44f40-50.json,5d8d7ec1d880bcdf53e51cbb0b44efd9be919c6cf7538565554872d021442f45,replogle_rpe1,200,gene_ontology,44,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__no_graph__s42f0-10.json,d64532658ee8370fe1210d68567780959fb9ca60c25b598ac85eabf34670b8e7,replogle_rpe1,200,no_graph,42,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__no_graph__s42f10-20.json,87b914d0d9a103f9e9cd9d219a52ad2883f6ed8e816996b60e72077537c790cd,replogle_rpe1,200,no_graph,42,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__no_graph__s42f20-30.json,2e5136291ea77f9b40c97826353c87ceeb25b93c54bc0073aa771355cbe389a5,replogle_rpe1,200,no_graph,42,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__no_graph__s42f30-40.json,bbc1c6d14b72e6fd322df512bd9449a574ea8716079e06746c035d3bc8160e05,replogle_rpe1,200,no_graph,42,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__no_graph__s42f40-50.json,8448ef66619e3a38b66622b8a6a33995c24a2ad6dc7a4d887be2e138ec47d846,replogle_rpe1,200,no_graph,42,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__no_graph__s43f0-10.json,29e8f653e1fc8b3a331a2c307edd6797d63bf3033643f17faa87e43360da727d,replogle_rpe1,200,no_graph,43,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__no_graph__s43f10-20.json,eab5c1ed7a0c75a068ff8df9eab92eca4ac09752b148e214fb4eebd9ec05ede7,replogle_rpe1,200,no_graph,43,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__no_graph__s43f20-30.json,f1449d3be288798d2fa2f24bbe0e7b40d630908c8a74bf10fc0b4777762669f1,replogle_rpe1,200,no_graph,43,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__no_graph__s43f30-40.json,3188c91f0b9a5c5435bbd542eb6b7d506c4d92c179ac7d4366890bcf11c2fa8a,replogle_rpe1,200,no_graph,43,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__no_graph__s43f40-50.json,a8bb131b602b60051fac03888ae69334091b6a2cadb2009b8e9b808ff9944310,replogle_rpe1,200,no_graph,43,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__random__s42f0-10.json,36a0af65c46059426db9766b8d6a376295e45ed2450d67da0e88e5735d695cc0,replogle_rpe1,200,random,42,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__random__s42f10-20.json,0e5451776127853cf4e55c42fbc11158deee82ce2dec77ae35608c241f2826be,replogle_rpe1,200,random,42,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__random__s42f20-30.json,ea92dcbf784819ed71ed2284cd65ada51032ee678df6885e7dc8c3a25169a619,replogle_rpe1,200,random,42,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__random__s42f30-40.json,5900d575f74fffd12f1ae38bf86fbde3adc6fe4394924cf53ed1726a59cb1d3c,replogle_rpe1,200,random,42,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__random__s42f40-50.json,9b8d41cc2c15ca7216babaebe4b8297d23d62bfa1c51a62a459238501aef9856,replogle_rpe1,200,random,42,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__random__s43f0-10.json,53590e62036d4ade9c15363f73eed3381992130e3a8d9f86628aa4e47d0fadc5,replogle_rpe1,200,random,43,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__random__s43f10-20.json,c126d3ef200f73467ec6f70af62f1141886b219a0649624462e64349925510f9,replogle_rpe1,200,random,43,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__random__s43f20-30.json,d5aeff0dc27551079bc166c5822da031fdfa8da64c306c9de456caee72960209,replogle_rpe1,200,random,43,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__random__s43f30-40.json,81418c942287a30039c67122317b7f529cd527d41c4fc52fea146123b695b80f,replogle_rpe1,200,random,43,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__random__s43f40-50.json,b6184b0b4e1179e38607cef1540c50067cd4e04fc2d070cd07f269cf28bb44bf,replogle_rpe1,200,random,43,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s42f0-10.json,008670f8f4fcd27f0b3e000eb3d1bc129381b38d4f64d64e2fcce2ebfd31deed,replogle_rpe1,200,string_ppi,42,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s42f10-20.json,569d0eaff19ce97dae0a26391b5a1120062a12703655ae68d3afc7275ad3488c,replogle_rpe1,200,string_ppi,42,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s42f20-30.json,ddeeb7aacc20361af597b7a914ce1ada47991bf972d81eef4988e96a7be9ed05,replogle_rpe1,200,string_ppi,42,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s42f30-40.json,f7017dd526a41ffb8a20a8231b28b4b21bf130bca96614becd8e748b7517ff86,replogle_rpe1,200,string_ppi,42,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s42f40-50.json,8aa48a97386e0290f2f6dda117c854dfe7143b3a8d46817fbb883b3a7effc5f5,replogle_rpe1,200,string_ppi,42,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s43f0-10.json,e286475f840ec54d5bcc60650285d8b7ef13d655311c7b0471519718de38f7ad,replogle_rpe1,200,string_ppi,43,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s43f10-20.json,c751b99920a65a9eaaff07d21b02538f252c9e87b699292cdee9bad82e359f6f,replogle_rpe1,200,string_ppi,43,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s43f20-30.json,a623250f2de784b8f2306207834c088e4e2899d60749472b23d314f53a409584,replogle_rpe1,200,string_ppi,43,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s43f30-40.json,abbbdfc8824e9461ecbd8e3957a288c8f0538805f7e17f64cfbb74ac950009a4,replogle_rpe1,200,string_ppi,43,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s43f40-50.json,872bbe49ee639ebffb2094ab040a7469bd5781e3c1902e16983b4d2f0520bd61,replogle_rpe1,200,string_ppi,43,40,50,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s44f0-10.json,b15791b37181cf4a73b4ed6f6cc1e6143e2b36e715823791ea0124c557ad3b58,replogle_rpe1,200,string_ppi,44,0,10,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s44f10-20.json,3b515139532bcc68d1ba0fd9f6ded0635d41ae3808daa93f0f4d6e459665262d,replogle_rpe1,200,string_ppi,44,10,20,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s44f20-30.json,12259137ba113e7fef1464c5bb584920b85a2ca0b25c169352c107ec10f0b215,replogle_rpe1,200,string_ppi,44,20,30,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s44f30-40.json,fd19a6fae7c28575b6ddfe620c43fdf9ab0094f7d475b87d0af88252de37bd97,replogle_rpe1,200,string_ppi,44,30,40,10
results_merged_3seed/hvg200/replogle_rpe1__string_ppi__s44f40-50.json,027840a4cd58b7d7de1691a4409a65c5fe5cee6b30f4af5766ccd49ef07267e8,replogle_rpe1,200,string_ppi,44,40,50,10
results_merged_3seed/hvg500/adamson__combined__s42f0-10.json,adea6c1ef85184214abb67a76fdf26ac89c48120cf5e24343bd3b5b38291804e,adamson,500,combined,42,0,10,10
results_merged_3seed/hvg500/adamson__combined__s42f10-20.json,b516fe4a3c974d8b50944a6dbbe31ea878d136558771d3d53b645f1f264f06bc,adamson,500,combined,42,10,20,10
results_merged_3seed/hvg500/adamson__combined__s42f20-30.json,b900f4248b9e73b34e59a69b21a80258f31abf7250d90558790e73ea82645ccc,adamson,500,combined,42,20,30,10
results_merged_3seed/hvg500/adamson__combined__s42f30-40.json,132b2e6c255d945b03565372905042023a525ce5a9f14179e0ad8705c74a0540,adamson,500,combined,42,30,40,10
results_merged_3seed/hvg500/adamson__combined__s42f40-50.json,4069e48bc3015fd372cf276100f0cf0e6ddea67a85e48df6680a6887b0722c09,adamson,500,combined,42,40,50,10
results_merged_3seed/hvg500/adamson__combined__s43f0-10.json,72991ffe2984b50617c8568d8536c034a8dbab2412979fa38b2b61c6da8c32cd,adamson,500,combined,43,0,10,10
results_merged_3seed/hvg500/adamson__combined__s43f10-20.json,57de3b1019e160356e466ea699bf9449b709e54b617f2ecabc85d3c4f8feccff,adamson,500,combined,43,10,20,10
results_merged_3seed/hvg500/adamson__combined__s43f20-30.json,50057dd1cb9070de5d361e943cce66cda1114c1a349c71b3878bac960d74a522,adamson,500,combined,43,20,30,10
results_merged_3seed/hvg500/adamson__combined__s43f30-40.json,199677a4744c56121fc4508dc9c3dfa717260cb3194c8d398cea8b3821b6c6f2,adamson,500,combined,43,30,40,10
results_merged_3seed/hvg500/adamson__combined__s43f40-50.json,e4cadaa138c37aca2fe02ede76be843994a0467428b0c2b360f89a7e00a70c99,adamson,500,combined,43,40,50,10
results_merged_3seed/hvg500/adamson__combined__s44f0-10.json,f246c240ca5c651f89c27fa71177f289577c99d9c9cb79c82733a9a60114c21a,adamson,500,combined,44,0,10,10
results_merged_3seed/hvg500/adamson__combined__s44f10-20.json,9e8388d193822af5c2ec5ff3b1b5b0582f706a53f944160872f3fbf65cfec42a,adamson,500,combined,44,10,20,10
results_merged_3seed/hvg500/adamson__combined__s44f20-30.json,b804b73aa149c49aaf0798fe804b187f17d489b7eb29bf179e53f8103f1bdf6d,adamson,500,combined,44,20,30,10
results_merged_3seed/hvg500/adamson__combined__s44f30-40.json,b806625ccc47ca13966c37108ce9162162853bf939d207e3045c9a3c5c1fd376,adamson,500,combined,44,30,40,10
results_merged_3seed/hvg500/adamson__combined__s44f40-50.json,d4660bf5b9a43884af7eb3b6f025826661adebcd347e1cfece2e9db1a5389269,adamson,500,combined,44,40,50,10
results_merged_3seed/hvg500/adamson__gene_ontology__s42f0-10.json,7b86e74f0445f1d153e4a26b222b9cf640b5b4a7c9a13c2622d27f6f2c76c9ae,adamson,500,gene_ontology,42,0,10,10
results_merged_3seed/hvg500/adamson__gene_ontology__s42f10-20.json,c3b97a733ba7491009d28f239716a79f45c6cba6cd6d857e67ad5627b58357d6,adamson,500,gene_ontology,42,10,20,10
results_merged_3seed/hvg500/adamson__gene_ontology__s42f20-30.json,b2ab92289fb3c55f1a84ccf37c0d37ab0b4e4a3ee8c47ea4538d645006c4ad87,adamson,500,gene_ontology,42,20,30,10
results_merged_3seed/hvg500/adamson__gene_ontology__s42f30-40.json,0b82d0e440d261089ee0eb867ad25dc81c923aeefe9a99d9e989e76003392a8c,adamson,500,gene_ontology,42,30,40,10
results_merged_3seed/hvg500/adamson__gene_ontology__s42f40-50.json,10cb0ce1bd4f15e1bb22a4a4d6f4e4cc43d3186ea5504cede9cc0efc94a6eab5,adamson,500,gene_ontology,42,40,50,10
results_merged_3seed/hvg500/adamson__gene_ontology__s43f0-10.json,8e4e70e52ae58dbfa7c7c20c1a2a990c36d27da905724b1adda7b52a9fa2854d,adamson,500,gene_ontology,43,0,10,10
results_merged_3seed/hvg500/adamson__gene_ontology__s43f10-20.json,fd1a2cdfd4a01e39cad5dc1d24ebee768df0cc181658a1b48035bd32132f3888,adamson,500,gene_ontology,43,10,20,10
results_merged_3seed/hvg500/adamson__gene_ontology__s43f20-30.json,c31cf8359fbad814f669f002480fb6db22ae2215146ade92de3ccbe7b2c251d0,adamson,500,gene_ontology,43,20,30,10
results_merged_3seed/hvg500/adamson__gene_ontology__s43f30-40.json,906d5d759135647567fca6a7ce5f89aa64e4aeefb5221349986742f11c9034c7,adamson,500,gene_ontology,43,30,40,10
results_merged_3seed/hvg500/adamson__gene_ontology__s43f40-50.json,5f33180504f46a4671bde82c38e11e5dbebd4f2cf269256cc3fd8c8b5a2229fd,adamson,500,gene_ontology,43,40,50,10
results_merged_3seed/hvg500/adamson__no_graph__s42f0-10.json,5cce7fb6b6f4527cd615dcde61bfd6aa402648941f5adb5e58ee1ac08483a423,adamson,500,no_graph,42,0,10,10
results_merged_3seed/hvg500/adamson__no_graph__s42f10-20.json,a8de9f4a0d37e68c9ba6912821c6a09658cd0dc6e3b28d73e48718b58cc9332b,adamson,500,no_graph,42,10,20,10
results_merged_3seed/hvg500/adamson__no_graph__s42f20-30.json,e5d63d6f88e9b608e7ea4c6d2d2c6097a987ac483e9d47a201fb4c09407e8c7e,adamson,500,no_graph,42,20,30,10
results_merged_3seed/hvg500/adamson__no_graph__s42f30-40.json,d423428c974285197c0c9c26984a18810d0b4701e50966c799137077811787e7,adamson,500,no_graph,42,30,40,10
results_merged_3seed/hvg500/adamson__no_graph__s42f40-50.json,e1c730a5af2723bf51189f05aa8d0040e21d0789f95b3bbeb65706af8072da84,adamson,500,no_graph,42,40,50,10
results_merged_3seed/hvg500/adamson__no_graph__s43f0-10.json,c90a319564f514e014d7dd84710c7a05bfd5e2b21ccaa6ce7c088afd99d485d8,adamson,500,no_graph,43,0,10,10
results_merged_3seed/hvg500/adamson__no_graph__s43f10-20.json,97e25a5e36de505bc5cf975fa590638dd15f7bbf5f5eae16cb83cb837b459aa0,adamson,500,no_graph,43,10,20,10
results_merged_3seed/hvg500/adamson__no_graph__s43f20-30.json,17a396fb50667dc4b13a47c33c7e9d41662a72fca55cc17090b71e8859c841be,adamson,500,no_graph,43,20,30,10
results_merged_3seed/hvg500/adamson__no_graph__s43f30-40.json,26a194cbf5edeba29a217b262417c3a09dc799b41d476f0fba69a4cca4bee19f,adamson,500,no_graph,43,30,40,10
results_merged_3seed/hvg500/adamson__no_graph__s43f40-50.json,feac870524dfefe6549264df0be9e110a248ea3e71a6dbd62b126373c7570a1a,adamson,500,no_graph,43,40,50,10
